yoeF	10011000001101010001110111010101
rayT	10001011011011000011110011100100
yehA	10100011101010011110010100011001
ykgV	11010110110010010000100111001101
yqeI	10100001100110000111111111100000
sulA	10010100111010011111000100010011
yjbS	10011010000001001110001101011111
emrY	10101010100100110111100100011001
ykgA	11010110011011011010110000100001
ybcV	11100111001111000100011000101001
intD	10001011011010000011100111001101
yojO	11011111000010100101000101101001
fecE	10010001010101111110010010111000
yncK	11001100111001110000000101101101
yqeJ	11010111000101010110011100000101
yqfG	10110101010010001111000101010101
ynfP	10010110001001010101110111110000
yecU	11000110000011101001011001111100
intR	10101010000100110101010111110001
yneK	10000101010000011011100010111111
adiY	10110001001001011101001101100110
ybhM	11011001011111001001101000001001
insN	11110011000100001110110010000111
ybeU	11000101111000111100010100011100
ppdA	11110111001000001001011100010110
ydfK	10110010100110101110001001110001
yjiC	10101000011110111110010000010101
aaeX	11010110001001111010010100011001
ypjJ	10111100011001010011000010010111
insL-1	10111101011101000111010011000000
insL-2	10111101011101000111010011000000
insL-3	10111101011101000111010011000000
yadL	10000101011011100010111001001110
ivbL	10010000110100011101010111000111
yobF	11101001000110110010000001111011
ybfC	11010011101010101010100100010011
yadM	10000110010110011100010110001111
yicT	11011110011101101000010010000011
yhcA	11000010010011110010001111010110
dicB	11000101110001101110011011000010
yhaB	10110100111000111100101101100000
mntS	10110100111110001000010101011001
ycfL	11110001010100000111001100001111
yjhV	11110001011000010010001101011101
casA	11110000010011011011110001010010
ydcA	11110111010011011010000000100101
yoeH	11000100101101101100110100011010
ylcG	11010101001001101101001101101000
yrdD	11001110110111111011000000100000
yecR	11010001111100111111000100000001
yedR	10010101111111101011000101000000
insD-7	11001101011011100000001110011001
waaS	11100111110110001111000000000110
yqiI	10111010100011111000001001101010
ynjI	11010001100001110000111110010101
insZ	10010110011111100000011101010100
ykgM	11100101011100111011000100000110
marB	10000001110011101100011011011001
ysaC	11100111000001001100011110100011
insD-1	11000001000101111001100011100111
insD-2	11000001000101111001100011100111
insD-3	11000001000101111001100011100111
insD-4	11000001000101111001100011100111
insD-5	11000001000101111001100011100111
insD-6	11000001000101111001100011100111
ybeR	10000101111000100100100101011111
yegR	11000110010001011101011010010011
hprS	11010001001111000001011110001110
yibA	10110111000110101111010001000010
ykfI	11000001110001100101011101010110
yagB	11000101110100001011011100101010
ylbH	11110110100110010100101110010000
ypjB	10011101010011111001111000000010
rclB	11000011101110100000111110100100
rfbC	11111010011110010110001000010001
yffL	11001001111010100100000110110110
waaJ	11010100011101001111101000000011
mcrC	10101011110101100000101000001111
pinH	10001011000001011111110011010010
napF	11010010001101000111111001010001
yafU	11110001010000010100110011111010
relE	11100111111001000001000101000111
ybbC	10000001011000100111101001111110
rzoQ	11101001000010001010110011101011
yegZ	11100010010011001110010101100110
elfD	11000111011001110111010000000101
ynjH	10010001011100110110011010010101
intE	10010000001001111111001110010101
yagK	10101101011100000000111011100110
yeeL	11100110000100001100110101001111
hprR	11110001111000110110000011001001
ygaQ	10000100011011010001111011111000
ydcD	10111011000101000010010011010111
ymfJ	11101000100111110101000100101001
yfjM	10011110000110011010001100101110
ycaI	11110000110010000011111010101010
yraK	10001000000011011101110100111101
ydbJ	10010111110110111000001001000110
elfG	11100000010011110001010010111101
yjhI	11010000110010010010110010011111
yqaA	10011001110100000011010111010110
ybfL	11011100011100011001101001010001
casE	10010101011111011000011010100010
ycgZ	11000100111010011011001011000110
renD	11010111111010000101011000000101
elaD	11100100000100011010100101111011
wbbL	11010011100100000100011101110011
rclR	11011000011101110001011000001101
yahL	11010000110110001111110011100000
intF	10101011000110110000111100010011
pliG	10101100011001010101101101110000
insJ	10010110010001110001010110010111
sutR	11010100110101100100110001110001
casB	11101011010111001101101000100000
cas3	10001101001110101100010000111101
ygfS	11001110110011000101010100101001
ymgM	11110001010011111011101000000100
yjgL	10111101000100111100101001010001
yfiR	10010000111100000000011111101111
ysaA	11011111010100011000101010000011
sfmF	10000011011101011100010110011001
ygcO	11001001000110110101011010001101
yafS	11000000110111011100101010011001
ymdG	10011101000001000111111100001101
ykgQ	11010000011101101100000111001101
ydeO	11110100001000001111010001011110
yfiM	10000101110111110001010111000001
ymfI	11110001010111101001001101000001
rnlA	10001001111100010000001111111010
ysaD	11011011101100100001100011011000
dicC	11010100110101011001110100001010
yfjH	10111100000110010100111101100100
racR	10110101011100010011011100000101
intB	11100000000100111100011100101111
ynfN	11010101001011111001000101001100
ydeT	10011111001100000001110001101011
ompT	10010000011011100111100111001100
nimR	10110001110011000010100110110110
cspH	11100100111101110100101000010100
intZ	11001000111000011110000101100111
ykgH	11111011001110100101010100100000
yjbI	10010101100110100011111110000001
ymgC	11001101010101101011010100000110
kilR	10010101001001101101010101000111
cas2	10011101011100100011000100110110
rcbA	11011100000110110110010011100010
ydhX	10111100001110011100001110011000
hokA	10110111111010010010000010011001
yecT	11010001010101010101011100001011
yqgB	11110010000111011100000110100101
insB-7	11000001100011001111001100011110
abpA	10110101000100110100101000111011
htrL	10110100110011100100010011010101
ppdC	11111000010100010010111101001001
mqsR	10000001001111110110110000100111
gadW	11010010001010101101000001111011
yhaC	10100101111001110100100111000100
ytcA	10101100000100011101001011110011
waaZ	11111101110111000000001100001100
yhbX	10110100000101000001111100101111
yhhH	10000111011001001101011110010100
yccE	10011011000111100110001110010001
yagU	11010001010001011111100101010100
yhcF	10011111000101010110010100000111
ybfG	11111000110011110001100101010000
sgrT	11110100111001011001010101000100
insO	11011001011010010000000011111011
yiiF	10100101110010110100011001111000
cas1	11000111100100001100011011001110
yfbO	10011100110100011111001010100001
ydhL	10011101100101011010001010001101
ymgI	10010100101011111111000001010100
yhiM	11100011010011101000101001010011
intQ	11100000010100111110001100111010
yebB	10110011111000000111001000100111
iraD	10011100010001011011001101010110
yabP	11010101100010110010100111010100
yafQ	10010011101011010001010101010101
yqiJ	11011100010100111010010101000101
yfgG	11010110110001001001101100000111
ydaU	10100101100110111010010011010001
gspA	11100100000001100101110011011101
yciW	10101100011100000110001101101011
yqeC	10111110011101001000010010001110
yfgJ	10101010011100011110101101000100
yigF	11110101000101100011010111000001
ynbD	10101110110010010101000100110110
mazF	10111010000100010101111100001110
yfjT	10000100110000100111111001110011
ydcC	11011000011001110010011011010100
ykgS	11000100111000000101010110101111
yodB	10100100100101101110000011111010
pabC	11110101110000101101101100010000
ydiV	10010100010011101011010110100101
rmf	11000101000011101100010101110101
ydeS	10011000100111110000100110011101
uspC	11011110000101111001000010011010
mqsA	11010110000110011010100011011010
yaaX	11000001011100011110010010010111
ycgX	11100101100101100100011001001011
yfdL	11110001011100100010010111010010
ypjC	10101101100101010001000110111100
ycfZ	11000100111011110001100101010001
hicA	10100101010101101101100001010110
pinE	10011011010001101010101111100000
ydeR	10010010100001111100000111010111
yeeO	10000001011100011110001110111010
xisR	11101100100100010101110001011001
ytiD	10110111010101010010010110010010
ymdE	11100101100101000011001111110000
yahH	11010100101111100110000101000101
yfdN	11010000011000000101101011111110
yfdH	11001011100010010110100101011100
yoeB	11000101001111100100011001100101
hokE	11110110010101010111000010110000
ydfT	11100001010110010100110101011100
entD	10110101000110000101100110111010
ygeQ	10100000101001111011010101011100
yedL	11011100011010101100000111100100
yghG	10000001110101011001101110001110
fimF	11000001000011010010110110111110
dgcT	10100100110000110111100001011101
yjgN	10100111010111010100110001101000
gspL	10010101011101100101010110010001
yfjI	11010101111001010101000111000001
lacA	10000000110001011101110111110001
ydgK	10010100111010001011100100110101
yagP	10000100111001010000110011111011
evgS	10101110011100001101001110001001
ycjD	10011101010101010000100011111010
ymgF	11000110100100011001111111001000
aat	11010100000101100001111110101100
yqiH	11010001010010111100110111000001
ynfD	10101010001101000111111100001100
fimG	10110010001101111001010100110100
yciX	10101111000100110101100100010101
yoeA	10000011011000100110011010111110
insB-2	11001001110001001111001110000101
insB-3	11001001110001001111001110000101
nanS	10010111100010010001111000110101
arsR	11110100010010100101001101111000
gfcA	10010101000100110011111110001010
yfcR	10000110011100000011101111011100
yncG	11100010010000101111000110111100
insB-4	11001001110001001111001110000101
bglJ	10000101011100011101001110001110
yqiG	11101001110101110000001001010110
ydfU	11101010001110100101111010100000
ecpE	11000111001001010100111010011010
yjhY	10011100111101010000110001101100
pinR	11000100000101000111101101011011
fimZ	11100101000111011011001101010000
sfmC	11001010101101010010001010101011
yfdE	10101001100101111011111000000001
nanC	10000111100000011011101110110100
bax	10001110001010000001011110111101
iprA	10100011010101011100110000001111
yjcF	10100010000111111110011000101100
yhhI	11011100011001010010011011000101
mocA	10100011100111110110111000000010
yfbN	11001100101101010100100011011001
envY	10110001101000101101001001100111
cadC	10011100000111000110111000001111
insB-1	11001011110001001110001100000111
insB-5	11001011110001001110001100000111
insB-6	11001011110001001110001100000111
insB9	11001011110001001110001100000111
yidX	10001111100101100100010101011001
ydfN	11101010000111101101010101000100
yiiE	11011001011011100010010111000100
yjhQ	11100000001011001001110011110101
ecpR	10010110100001000011110001111011
yfiB	10000111011101100110001100000111
pinQ	11000100001001000111101101011011
perR	11110000111011000010011000110110
ycbF	11011001000000010010011111101101
hsdS	10101100001000011101110101110001
ydaE	10000111010010011101010001101101
ytiA	11000101111010010001001100110110
bolA	11000100111010001101100101101100
ydcI	10001000110111100111111011000000
csgD	11010101100001110001010100011101
pgpB	10000111010110100011010101110010
yacG	10000001110011000011010110111011
yfdF	10001111100110011100110000110010
pdeG	10110110010001011000001111101100
pppA	11010100001111111000110100010100
gspB	10110111010010100100000111010011
ypjF	11001011000000001011011110101110
ykfH	10111110001101000001111100010010
pgaD	11001001110001110111110100000100
ycgJ	10010101100111011100100001010101
ykgO	11100001011100011100010011010110
rrrD	10100100011100010010011110010111
yjhC	11110011100101100010011000011100
ycdU	11010100111011110001010011010000
pgrR	11011100110000101001111000001101
stfE	10100111010000011001100001111110
ybdN	11000100001110111101110100010001
ydhI	10000011101111000001011011010101
ynbB	11010100110110100101000101010110
ygeG	10101110000101010010011010111100
kgtP	10011111111110000001010101001000
beeE	11010100101011011001010100011010
yfbP	10010011010011010010101110011100
yjaZ	10010001000100001111011111100101
yiaM	11010111011100100000000110110011
peaD	11000101000010000100111111011011
ybhD	10001111000101011000000110011111
yobA	10010110100000101111111010011000
mzrA	11000001010110110110100101010101
ybjM	11011001111110000001000001101110
hyfI	11010000111101000101100110010011
yhcD	10110111000001010111110101001000
yraI	10000100111011010000111010111010
insQ	10101111100001111010001010100100
yafC	11100101010001010110010000110111
ydjM	11001100000101001011100110101110
yjbM	10011110001100100011101000010111
csgE	10111110001001000000111101110001
bsmA	10110110011000110001010110100110
yhaV	10010010101011011100000110011011
yjhD	11001010000101000101100111011011
yaiA	10110101111000011000000110011101
ldtA	10010010111101110110100010100100
bdcR	11001010011010110101110101001000
ydjE	10000010101001111100010001111110
hofP	11101001100110010000111101001001
ariR	10001101001111101010100101010100
yodC	11110000111101110111010000010000
arpA	10110110011001111000100011100001
yfiL	11000101010001110101101001101010
plsY	10100001110100101101101101001100
yzcX	11100001000110111110110000100101
hofO	10010100011110111000111001010100
wbbK	11101010010001001100100111001011
abpB	10011011011001010101101101001000
ykfJ	11010101110110000000010111001110
ykfC	10010101100001111001001111100001
yhcE	10001100101100001000100111111011
sfsB	10111001101001110000000110010111
crcB	10110101110000000110000111110110
yjbL	10000011000001100101001101111111
yffO	11110100110011001110101001010000
yncH	10010100011000010101101111100101
yafN	10101001110001010010010010011111
glf	11011001000110100110010011111000
hokC	11100100011101111011001000000011
torI	11000001001101001101010110110101
yfaH	10100011010001111111000100100110
yacH	10010001110000110001001011110111
ynbA	10010110110111000110001011110000
rcsF	10000111110001101101101011000001
rem	11111101000110010100101001110000
gltF	10001001010001110001110001011111
yfdV	10010101011001100101011000011101
nac	11011110101100011100001000100011
ycaK	11010010010001111101101001000101
yjgH	10011000011110000110001011111100
ymfA	11010101101000111101111000100000
caiF	11010011010011111100001010010010
yddW	10000001110011110111100000010111
intA	11001111111101001001000000011001
yciQ	11011001100010000010101010111110
insF-1	11011101111000100000100101110100
insF-2	11011101111000100000100101110100
insF-3	11011101111000100000100101110100
insF-4	11011101111000100000100101110100
insF-5	11011101111000100000100101110100
ycbV	11010011010101110100010010110100
yeiW	10101101110001010101000110010011
yehF	10100100011111010111101010000100
yaiS	10011011100110011110001100010100
sgcB	11100101000101010011010110110001
nimT	11110110011000100001101000101101
sfmA	11001000101110100010010111000111
gspM	11011101001000011101101010100001
ydfX	11011101000000110111000001100111
sxy	10111001001011000000101101110101
mcrB	10011010010011110101001101101000
tdk	10010110011111000100100010011101
wcaF	10011110100010001111100111010000
ilvM	11000100111100110010010010010111
yqfE	11000100011011011011010100000111
yejG	11000100010101111110010110001001
hofN	11001101000101111010001111010000
ygeR	10110111010100110110010011000001
mtfA	10010110001111100001100000111101
yqeG	10110011100110100011011001010100
xdhC	10011100100011000101101110011100
yfcQ	10000111000010111110110010001101
yfdY	11010101010001010011010101001101
yobB	10011110001101100101100101011000
nsrR	10001101100001100111011010110100
stfR	11111110001010100011011010010000
yahC	10000111111000110101011000110100
yafT	10010001101100001100111110010101
ydaG	11010100111101010110000111000100
zinT	10001100111110001001110100010101
waaP	11111100000100010111010110100100
ybeF	10000001100110100111010111010011
ybfO	11001011000110000001010101111101
gspO	11111101101001000100100001011100
bluF	11110001100110011101010000000111
ykfB	11010000010000000110111110111011
yfbL	10001101100111100001100101010110
yqiB	10010011001010100101010101011110
yjbQ	11100001011001010000010111110110
ybeT	10011001010101110001101110010001
rseC	10000100110000111011111100111000
rcsA	10001001001101111011000111001001
borD	10011011010000011101111100001100
waaO	11010011110100001110010000010111
htrE	11001101010101100110010110001010
yibT	11100010111010010011000111000101
pmrD	11001111010011100110000000001111
msrQ	11010001111011001100010011000011
yahN	11100011110001111000011000000111
rpnD	11010011100101101101001001110000
ydfD	10111001000001000111011100110011
yceJ	11010011000101110011000011001110
ytfP	11010000110100010110111001100011
yhhY	10010100001001111101000011011101
ydhY	10011000110110110101111000010100
ydiZ	10100111011011010111000011001000
cybB	11011001000000110011001101111001
yidF	11001101001111010010100101010100
yidL	10011100011101000010011100101011
dsdC	11100001100011110000110101110100
bssR	10001100001101011000100110111101
yihG	10000100011100001111101100101011
plsX	11001001010111101100001101010001
yjcB	10010100110010000111110001111001
ycfK	11110110001011001000010111000011
ybcI	11000111010111011001110100000001
cspF	11010001011111110101001000001100
ybcO	10011100110001010001100110110101
tdcA	11001100010101111100001011100010
gspI	11001010000101101101101011001100
yhcG	10011111000001111010000011001101
bluR	11010011001010110101110100010100
setC	10110010011011010010100010110011
yadV	10101001001010010110011101010101
yadI	10010110001011010110100010011101
ynfH	11011010000011011010010100111010
hofB	11001011010001001011100001011011
opgC	10010011101100110111001000111000
mdtG	11010001011100001101000111001011
citX	10001110110100110101010110010010
ytfK	10011101011011111000011100000100
fimD	10100101000111100100010011110011
hyfA	10010101010111111110011100000000
yddG	11000001000111010001111011100101
pgaB	10101100000100001111110011110001
yjhR	10010100101110010101010011101100
yiaB	10011100000011110001000101111110
ylbF	10011000010111011111000001011100
ytfI	10010101010101011001110001001011
rnpA	10010011110101100000111101010001
waaQ	10110000110100000111010111101001
frmR	10001011010101000110001111110001
zntR	11011011111101000100000100011001
yqhI	11111001000101111100110001001000
phoH	10000101001101011100101000111011
tomB	11010010010101011001001111110000
thiK	10010100110111000100001001111110
yeaR	10011101011100100000100101110110
mpaA	10011100111111100101110000000001
sgcX	11000001011101010100001110110101
fimE	11011110011001001000000101110011
yfjR	11100100001101100111100101101000
intS	11101111001110010110000000010011
psiF	11001100000010101001111100101101
yafL	10000000111000111101010111001110
fimI	11001000110100010011110110001011
xapR	10111000110001001110010011011001
yicL	11000011111100011011101001000001
ycgV	11100101101101100101001000100101
rppH	11011101000001100010111100100110
cbeA	10001001101001111010111000010101
ypjA	10001001110101101001010011010101
puuD	11001001001011011111110001100000
ldtE	11000110011110100000010001101111
kptA	11110001010111100001001010011001
yfjZ	11010001011001001101101000110011
gatA	11010010011100100110111010010100
ydbL	10001100011100101101010001111010
tsaC	11101010010010110101010101011000
yafP	10000100000001110000111111011111
cmtB	10000011101011111101000001011001
yshB	10110111011111010000100000001011
gfcB	11000000001111101101011101000011
yjhE	11011101011101000000011000110011
hipA	10010101010011010001000111010111
ybcQ	11101100011101001101010001110000
ynaA	11000011011010100100111010010011
paaD	11001001011111111001010001010000
ygaC	11100000011000000111110101011110
ydhU	11011000011110011100110101000100
insC-1	11010000011110010011001010011101
insC-2	11010000011110010011001010011101
insC-3	11010000011110010011001010011101
insC-4	11010000011110010011001010011101
insC-5	11010000011110010011001010011101
insC-6	11010000011110010011001010011101
lysR	11010111010101110100000000011011
yifB	11101001000001110111111000000110
yajI	10101100110101100001010010011011
ydbD	10001111100000101001110011100101
ymiC	11010100011100101001000110011011
cdsA	11010001010001010101001011111010
paoA	11101001000101111011010001010100
ygfX	10010100010111100101010101110100
cbl	11100010110010000110101000011111
ygeL	11110011110000000001111000101011
ycaN	11110101100100011100000100010111
pgaA	11010011001101100011010110001100
yjjZ	11001001011001100100010101111001
ydeN	10011010011101000100101000111011
tusB	11010000001011111100010111000101
yffQ	11111001000101000010010001101111
yraJ	11011100000111101100100001101001
ydaF	11010010101100111000110100111000
hemD	11011000100101010110110100011100
yjjP	10000101001101010111110100110100
nlpC	10011001101001000111000000111111
appA	11100101110000010110011100011100
yjfM	11001110010100010110110010011100
uspB	10011001010111110000101101010001
fliZ	11010001100101000101111111000100
sra	11001001001001100011011101010110
ybfQ	11010101100000001011010111011010
ydiM	10100101011100010101000111101001
yjfP	11000100111010010110111101000001
rclC	11001101000011000101100010111110
feaR	10100001010010110011110101011001
ampC	10110000000101011110011010111100
yeiL	11100110000011111100011001000110
sgcR	11010100010111010101101100001100
rzpQ	10010101111110010001111100100000
znuA	11000010001100010100101110011111
msrB	10111010000100010100011001111011
rhsE	11110011000001010101011010100101
hsrA	10110111011111110100000001000100
menI	11111001011000101000011100010101
yegX	10000110000101100111111100110001
waaB	11011001010100011100101010100101
yecE	10010001100101001110101011010011
cobT	11011001011101010100011011010000
bamE	10001111000001110111000001011110
yebV	11111001000110010101101100001001
secM	10010100101100001101010011011110
yoaI	11011001100011100001010100010111
rpmJ	10011101011101001001110001011000
ybjH	11100001010101010101111000011100
yccM	11001001010100101110010000111101
thpR	11010001100001110111110000010101
ykfF	10010100100100001101110001110111
ycgY	11011000001111001011110010001100
yfiE	10001101111101111100000001010001
ybfI	11010001101111100001001100010101
ecpB	10011001010010010011111011100100
fes	10011101010010000100010011111110
essQ	10010011011110110100000011101010
ybgC	11000100001010111110011001011100
yafD	10110101000011110100101110001100
fucP	10110001010110011000110100111001
ynfG	10101000111001110111001000001101
dgcZ	10010110100110100001100111001101
kch	10100101000001011010110110110101
yfbV	11000110110101100101100110001010
yfaX	10110110010100100100100101111100
dinD	10000111111110011100001101010000
ybfD	10110010011010110100011111000100
ydeM	11010000001001001100111100111110
higB	11011000010010001100101101001111
ydhT	11100100110100000110100110010111
cbrC	10010100100000111111001100100111
yceO	10101101001000010001011100011111
ybiA	10010010000111010100010111110011
topAI	10111001010001001001010011110101
yjfI	11000101110100010100110011010101
znuC	10010111010001101001011011010100
yqhH	10001111000010110011000100110111
insG	11000101011011110000101001101100
yaeF	10011001001110111010010100101001
prlF	10001011010100010011111101100010
tmcA	10001101001011011100011000011011
fau	10110100110010010011001101100110
yddA	11001001001000100110111101101010
ylbG	11000100001001010011010111111100
fimH	11011000101101010111011000100100
cynR	11010010111001011101000010010101
rpsS	10110000110001011110000111101010
marA	11010101000110001010001101111001
nanM	11001001011001011101000111001010
ydiP	11010011011100100101010111000010
ydeP	10010110110110001110010110100100
uidC	10101001111010000101011101000011
rhsD	11010101101001011001010010110001
lgoR	11010101011011001101000000110110
mraZ	11010100010100100110010101011101
rnlB	10011010101111111000000011100010
elfA	10000100011100110110110100001111
yfjP	11000011000011101101010010101110
ybdZ	10010001100101111100111101000001
yfhL	10100110010100101100101101010101
sfmD	10000101010100110000011111011101
hypA	11001100000110101100111010001110
thiM	11010000110110111101100001000011
ynfM	10101100100001000101010111111010
pphB	10010111010100011111111100000000
yiaA	10000001001010100101011111111001
atl	11000000001110010101110110111100
pqiA	11100101010111001100010001010101
bioD	11010001110011011000010100110011
sfsA	10011000100101000001111011110101
clsC	10111101010000110010000101111010
essD	10010011011110101100010010001110
nlpI	10000000010110111001110101110101
yghS	10011101000001011000010011110111
dgoK	10111001001100011001100011100011
ybcW	11100011111101000101011100000001
fieF	11010101010100110000001011110110
yafW	11010001001101000101101000101111
ynjD	10100100001100011111000100111101
mepS	10000111010001100001111101111000
yiaG	11101001011110011000101000011001
fimC	11010010000010101101100111110010
zitB	11010100000110010001111001110101
ratA	10110101010100000100110101010111
umuC	11010101001011011100001001000111
yhdV	10011100011100001001011011100110
yaiP	11000000010101000111111111000011
ddpF	11010101010000100101101011000111
csiE	10110110000000010110111110001101
flgA	10011101001111100001000100101101
rhtA	10000010001011001101001110111101
yncJ	10011111110101000100011100010010
atpI	10010010010111111100001001010110
yefM	11101001100000000111111001011001
ybaE	11100100000101010000111010111101
yhaI	11000010100101001100011101111100
ycbJ	11010111011000110001101001000101
yddH	10000101101100001001011001011111
yqiD	11010011110110011001100010001010
rcdA	11011101000000100101111111000100
ydiY	11011100001010110000011101100011
yehB	11001101001100110010010111010010
uacT	10000001100100101111101110000111
yeeJ	11010000011111000011011100100110
yfiP	10111111001001001111000010010001
ybgE	10011010110000111110010101100010
cdgI	10100100011011011011110100010010
cutA	11010011100010010010111111010000
ykfG	10001101011011001001100110010101
arnF	11100001010101010010100110011110
ydhK	11010111110100000011011010001001
rssA	11110011001000010101110110101000
clcB	11000101111110000000001101111010
yfaQ	11001111001100000101010001101101
leuO	10011001001000011011110110010101
ynfC	10000011001111011011001011010100
ytfA	11011111101010100100101010000010
ybgA	11010111001101010100000100110011
waaG	10001010110110111001011000001101
iap	11000101001111100110110110000001
btuC	10110000100101111010010101110001
cho	10001100101111000110000010111101
pgeF	10110111101010110001010101100000
